Upload a Video,Detected Fashion Vibes,timestamp
"{""video"": "".gradio/flagged/Upload a Video/3bcf88970d19160b091b/2025-05-22_08-25-12_UTC.mp4"", ""subtitles"": null}",[],2025-06-06 08:53:07.428319
